Vocab size: 8,192
Model config: {'sequence_len': 512, 'vocab_size': 8192, 'n_layer': 4, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'L'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 4,194,304
  lm_head                 : 2,097,152
  transformer_matrices    : 3,145,856
  scalars                 : 8
  total                   : 11,534,472
Estimated FLOPs per token: 3.774950e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 8

step 00000 (0.0%) | loss: 9.010516 | lrm: 1.00 | dt: 581ms | tok/sec: 28,204 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.972028 | lrm: 1.00 | dt: 177ms | tok/sec: 92,799 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.909206 | lrm: 1.00 | dt: 287ms | tok/sec: 57,077 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.803773 | lrm: 1.00 | dt: 280ms | tok/sec: 58,507 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.661868 | lrm: 1.00 | dt: 321ms | tok/sec: 50,962 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.502960 | lrm: 1.00 | dt: 307ms | tok/sec: 53,449 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.292211 | lrm: 1.00 | dt: 286ms | tok/sec: 57,195 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 8.118755 | lrm: 1.00 | dt: 319ms | tok/sec: 51,347 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.977211 | lrm: 1.00 | dt: 284ms | tok/sec: 57,648 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.783213 | lrm: 1.00 | dt: 318ms | tok/sec: 51,469 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.650413 | lrm: 1.00 | dt: 284ms | tok/sec: 57,633 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.544003 | lrm: 1.00 | dt: 305ms | tok/sec: 53,720 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 7.433911 | lrm: 1.00 | dt: 286ms | tok/sec: 57,273 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 7.342322 | lrm: 1.00 | dt: 278ms | tok/sec: 58,854 | mfu: 0.2% | epoch: 1 | remaining: 299s    
step 00038 (2.6%) | loss: 6.079502 | lrm: 1.00 | dt: 287ms | tok/sec: 57,146 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00039 (2.7%) | loss: 6.067339 | lrm: 1.00 | dt: 326ms | tok/sec: 50,303 | mfu: 0.2% | epoch: 1 | remaining: 292s    
step 00040 (2.8%) | loss: 6.053034 | lrm: 1.00 | dt: 281ms | tok/sec: 58,401 | mfu: 0.2% | epoch: 1 | remaining: 291s    
step 00041 (2.9%) | loss: 6.030831 | lrm: 1.00 | dt: 282ms | tok/sec: 58,012 | mfu: 0.2% | epoch: 1 | remaining: 291s    
step 00042 (3.0%) | loss: 6.013252 | lrm: 1.00 | dt: 349ms | tok/sec: 46,914 | mfu: 0.2% | epoch: 1 | remaining: 291s    
step 00043 (3.1%) | loss: 5.994606 | lrm: 1.00 | dt: 280ms | tok/sec: 58,457 | mfu: 0.2% | epoch: 1 | remaining: 290s    
step 00044 (3.2%) | loss: 5.990204 | lrm: 1.00 | dt: 300ms | tok/sec: 54,657 | mfu: 0.2% | epoch: 1 | remaining: 290s    
step 00045 (3.3%) | loss: 5.974462 | lrm: 1.00 | dt: 290ms | tok/sec: 56,528 | mfu: 0.2% | epoch: 1 | remaining: 290s    
step 00046 (3.4%) | loss: 5.979530 | lrm: 1.00 | dt: 279ms | tok/sec: 58,776 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00047 (3.5%) | loss: 5.977150 | lrm: 1.00 | dt: 306ms | tok/sec: 53,555 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00048 (3.6%) | loss: 5.953080 | lrm: 1.00 | dt: 287ms | tok/sec: 57,029 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00049 (3.7%) | loss: 5.936214 | lrm: 1.00 | dt: 278ms | tok/sec: 58,874 | mfu: 0.2% | epoch: 1 | remaining: 289s    
step 00050 (3.8%) | loss: 5.916311 | lrm: 1.00 | dt: 319ms | tok/sec: 51,373 | mfu: 0.2% | epoch: 1 | remaining: 288s    
step 00051 (3.9%) | loss: 5.899484 | lrm: 1.00 | dt: 288ms | tok/sec: 56,805 | mfu: 0.2% | epoch: 1 | remaining: 288s    
step 00052 (4.0%) | loss: 5.887446 | lrm: 1.00 | dt: 280ms | tok/sec: 58,617 | mfu: 0.2% | epoch: 1 | remaining: 288s    
step 00053 (4.1%) | loss: 5.877203 | lrm: 1.00 | dt: 298ms | tok/sec: 54,898 | mfu: 0.2% | epoch: 1 | remaining: 287s    
step 00054 (4.2%) | loss: 5.866960 | lrm: 1.00 | dt: 278ms | tok/sec: 59,038 | mfu: 0.2% | epoch: 1 | remaining: 287s    
step 00055 (4.3%) | loss: 5.841266 | lrm: 1.00 | dt: 267ms | tok/sec: 61,338 | mfu: 0.2% | epoch: 1 | remaining: 287s    
step 00056 (4.4%) | loss: 5.810820 | lrm: 1.00 | dt: 269ms | tok/sec: 60,839 | mfu: 0.2% | epoch: 1 | remaining: 287s    
step 00057 (4.5%) | loss: 5.787701 | lrm: 1.00 | dt: 306ms | tok/sec: 53,513 | mfu: 0.2% | epoch: 1 | remaining: 286s    
step 00058 (4.6%) | loss: 5.775633 | lrm: 1.00 | dt: 267ms | tok/sec: 61,415 | mfu: 0.2% | epoch: 1 | remaining: 286s    
step 00059 (4.6%) | loss: 5.759679 | lrm: 1.00 | dt: 290ms | tok/sec: 56,434 | mfu: 0.2% | epoch: 1 | remaining: 286s    
step 00060 (4.7%) | loss: 5.750678 | lrm: 1.00 | dt: 277ms | tok/sec: 59,122 | mfu: 0.2% | epoch: 1 | remaining: 285s    
step 00061 (4.8%) | loss: 5.745576 | lrm: 1.00 | dt: 266ms | tok/sec: 61,645 | mfu: 0.2% | epoch: 1 | remaining: 285s    
step 00062 (4.9%) | loss: 5.739295 | lrm: 1.00 | dt: 267ms | tok/sec: 61,375 | mfu: 0.2% | epoch: 1 | remaining: 285s    
step 00063 (5.0%) | loss: 5.752164 | lrm: 1.00 | dt: 302ms | tok/sec: 54,324 | mfu: 0.2% | epoch: 1 | remaining: 285s    
step 00064 (5.1%) | loss: 5.738411 | lrm: 1.00 | dt: 267ms | tok/sec: 61,462 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00065 (5.2%) | loss: 5.736609 | lrm: 1.00 | dt: 268ms | tok/sec: 61,074 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00066 (5.3%) | loss: 5.728987 | lrm: 1.00 | dt: 332ms | tok/sec: 49,401 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00067 (5.4%) | loss: 5.720365 | lrm: 1.00 | dt: 267ms | tok/sec: 61,465 | mfu: 0.2% | epoch: 1 | remaining: 284s    
step 00068 (5.5%) | loss: 5.696038 | lrm: 1.00 | dt: 268ms | tok/sec: 61,023 | mfu: 0.2% | epoch: 1 | remaining: 283s    
step 00069 (5.6%) | loss: 5.709876 | lrm: 1.00 | dt: 315ms | tok/sec: 51,981 | mfu: 0.2% | epoch: 1 | remaining: 283s    
step 00070 (5.7%) | loss: 5.693448 | lrm: 1.00 | dt: 268ms | tok/sec: 61,199 | mfu: 0.2% | epoch: 1 | remaining: 283s    
step 00071 (5.8%) | loss: 5.677396 | lrm: 1.00 | dt: 269ms | tok/sec: 60,976 | mfu: 0.2% | epoch: 1 | remaining: 282s    
step 00072 (5.9%) | loss: 5.672941 | lrm: 1.00 | dt: 299ms | tok/sec: 54,812 | mfu: 0.2% | epoch: 1 | remaining: 282s    
step 00073 (6.0%) | loss: 5.666257 | lrm: 1.00 | dt: 268ms | tok/sec: 61,204 | mfu: 0.2% | epoch: 1 | remaining: 282s    
step 00074 (6.1%) | loss: 5.648298 | lrm: 1.00 | dt: 268ms | tok/sec: 61,151 | mfu: 0.2% | epoch: 1 | remaining: 282s    
step 00075 (6.1%) | loss: 5.642325 | lrm: 1.00 | dt: 298ms | tok/sec: 55,044 | mfu: 0.2% | epoch: 1 | remaining: 281s    
step 00076 (6.2%) | loss: 5.627653 | lrm: 1.00 | dt: 265ms | tok/sec: 61,760 | mfu: 0.2% | epoch: 1 | remaining: 281s    
step 00077 (6.3%) | loss: 5.633003 | lrm: 1.00 | dt: 268ms | tok/sec: 61,068 | mfu: 0.2% | epoch: 1 | remaining: 281s    
step 00078 (6.4%) | loss: 5.627840 | lrm: 1.00 | dt: 305ms | tok/sec: 53,683 | mfu: 0.2% | epoch: 1 | remaining: 280s    
step 00079 (6.5%) | loss: 5.618472 | lrm: 1.00 | dt: 266ms | tok/sec: 61,614 | mfu: 0.2% | epoch: 1 | remaining: 280s    
step 00080 (6.6%) | loss: 5.598488 | lrm: 1.00 | dt: 269ms | tok/sec: 60,993 | mfu: 0.2% | epoch: 1 | remaining: 280s    
step 00081 (6.7%) | loss: 5.599296 | lrm: 1.00 | dt: 299ms | tok/sec: 54,867 | mfu: 0.2% | epoch: 1 | remaining: 280s    
step 00082 (6.8%) | loss: 5.574532 | lrm: 1.00 | dt: 267ms | tok/sec: 61,434 | mfu: 0.2% | epoch: 1 | remaining: 279s    
step 00083 (6.9%) | loss: 5.565507 | lrm: 1.00 | dt: 268ms | tok/sec: 61,022 | mfu: 0.2% | epoch: 1 | remaining: 279s    
step 00084 (7.0%) | loss: 5.565732 | lrm: 1.00 | dt: 291ms | tok/sec: 56,306 | mfu: 0.2% | epoch: 1 | remaining: 279s    
step 00085 (7.1%) | loss: 5.540410 | lrm: 1.00 | dt: 271ms | tok/sec: 60,405 | mfu: 0.2% | epoch: 1 | remaining: 278s    
step 00086 (7.2%) | loss: 5.529346 | lrm: 1.00 | dt: 268ms | tok/sec: 61,144 | mfu: 0.2% | epoch: 1 | remaining: 278s    
step 00087 (7.3%) | loss: 5.527518 | lrm: 1.00 | dt: 285ms | tok/sec: 57,438 | mfu: 0.2% | epoch: 1 | remaining: 278s    
step 00088 (7.4%) | loss: 5.506931 | lrm: 1.00 | dt: 277ms | tok/sec: 59,130 | mfu: 0.2% | epoch: 1 | remaining: 278s    
step 00089 (7.4%) | loss: 5.499942 | lrm: 1.00 | dt: 268ms | tok/sec: 61,172 | mfu: 0.2% | epoch: 1 | remaining: 277s    
step 00090 (7.5%) | loss: 5.501752 | lrm: 1.00 | dt: 328ms | tok/sec: 49,936 | mfu: 0.2% | epoch: 1 | remaining: 277s    
step 00091 (7.6%) | loss: 5.518632 | lrm: 1.00 | dt: 273ms | tok/sec: 60,010 | mfu: 0.2% | epoch: 1 | remaining: 277s    
step 00092 (7.7%) | loss: 5.504750 | lrm: 1.00 | dt: 268ms | tok/sec: 61,129 | mfu: 0.2% | epoch: 1 | remaining: 277s    
step 00093 (7.8%) | loss: 5.483208 | lrm: 1.00 | dt: 292ms | tok/sec: 56,114 | mfu: 0.2% | epoch: 1 | remaining: 276s    
step 00094 (7.9%) | loss: 5.477720 | lrm: 1.00 | dt: 271ms | tok/sec: 60,465 | mfu: 0.2% | epoch: 1 | remaining: 276s    
step 00095 (8.0%) | loss: 5.459014 | lrm: 1.00 | dt: 268ms | tok/sec: 61,076 | mfu: 0.2% | epoch: 1 | remaining: 276s    
step 00096 (8.1%) | loss: 5.441675 | lrm: 1.00 | dt: 286ms | tok/sec: 57,256 | mfu: 0.2% | epoch: 1 | remaining: 275s    
step 00097 (8.2%) | loss: 5.441164 | lrm: 1.00 | dt: 279ms | tok/sec: 58,747 | mfu: 0.2% | epoch: 1 | remaining: 275s    
step 00098 (8.3%) | loss: 5.444442 | lrm: 1.00 | dt: 268ms | tok/sec: 61,193 | mfu: 0.2% | epoch: 1 | remaining: 275s    
step 00099 (8.4%) | loss: 5.451798 | lrm: 1.00 | dt: 284ms | tok/sec: 57,631 | mfu: 0.2% | epoch: 1 | remaining: 275s    
step 00100 (8.5%) | loss: 5.443384 | lrm: 1.00 | dt: 282ms | tok/sec: 58,057 | mfu: 0.2% | epoch: 1 | remaining: 274s    
step 00101 (8.6%) | loss: 5.460017 | lrm: 1.00 | dt: 268ms | tok/sec: 61,084 | mfu: 0.2% | epoch: 1 | remaining: 274s    
step 00102 (8.7%) | loss: 5.451935 | lrm: 1.00 | dt: 286ms | tok/sec: 57,232 | mfu: 0.2% | epoch: 1 | remaining: 274s    
step 00103 (8.8%) | loss: 5.478119 | lrm: 1.00 | dt: 280ms | tok/sec: 58,425 | mfu: 0.2% | epoch: 1 | remaining: 273s    
step 00104 (8.8%) | loss: 5.469960 | lrm: 1.00 | dt: 267ms | tok/sec: 61,363 | mfu: 0.2% | epoch: 1 | remaining: 273s    
step 00105 (8.9%) | loss: 5.487697 | lrm: 1.00 | dt: 289ms | tok/sec: 56,673 | mfu: 0.2% | epoch: 1 | remaining: 273s    
step 00106 (9.0%) | loss: 5.455122 | lrm: 1.00 | dt: 277ms | tok/sec: 59,214 | mfu: 0.2% | epoch: 1 | remaining: 273s    
step 00107 (9.1%) | loss: 5.442491 | lrm: 1.00 | dt: 268ms | tok/sec: 61,135 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00108 (9.2%) | loss: 5.432231 | lrm: 1.00 | dt: 287ms | tok/sec: 57,166 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00109 (9.3%) | loss: 5.425581 | lrm: 1.00 | dt: 276ms | tok/sec: 59,365 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00110 (9.4%) | loss: 5.418666 | lrm: 1.00 | dt: 268ms | tok/sec: 61,091 | mfu: 0.2% | epoch: 1 | remaining: 272s    
step 00111 (9.5%) | loss: 5.409071 | lrm: 1.00 | dt: 267ms | tok/sec: 61,329 | mfu: 0.2% | epoch: 1 | remaining: 271s    
step 00112 (9.6%) | loss: 5.398245 | lrm: 1.00 | dt: 302ms | tok/sec: 54,200 | mfu: 0.2% | epoch: 1 | remaining: 271s    
step 00113 (9.7%) | loss: 5.390199 | lrm: 1.00 | dt: 268ms | tok/sec: 61,198 | mfu: 0.2% | epoch: 1 | remaining: 271s    
step 00114 (9.8%) | loss: 5.369702 | lrm: 1.00 | dt: 269ms | tok/sec: 60,898 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00115 (9.9%) | loss: 5.359869 | lrm: 1.00 | dt: 339ms | tok/sec: 48,369 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00116 (10.0%) | loss: 5.345769 | lrm: 1.00 | dt: 267ms | tok/sec: 61,366 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00117 (10.1%) | loss: 5.355049 | lrm: 1.00 | dt: 267ms | tok/sec: 61,376 | mfu: 0.2% | epoch: 1 | remaining: 270s    
step 00118 (10.1%) | loss: 5.354764 | lrm: 1.00 | dt: 302ms | tok/sec: 54,269 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00119 (10.2%) | loss: 5.347866 | lrm: 1.00 | dt: 268ms | tok/sec: 61,105 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00120 (10.3%) | loss: 5.353476 | lrm: 1.00 | dt: 267ms | tok/sec: 61,379 | mfu: 0.2% | epoch: 1 | remaining: 269s    
step 00121 (10.4%) | loss: 5.339723 | lrm: 1.00 | dt: 302ms | tok/sec: 54,205 | mfu: 0.2% | epoch: 1 | remaining: 268s    
step 00122 (10.5%) | loss: 5.323807 | lrm: 1.00 | dt: 267ms | tok/sec: 61,377 | mfu: 0.2% | epoch: 1 | remaining: 268s    
step 00123 (10.6%) | loss: 5.320126 | lrm: 1.00 | dt: 269ms | tok/sec: 61,013 | mfu: 0.2% | epoch: 1 | remaining: 268s    
step 00124 (10.7%) | loss: 5.316202 | lrm: 1.00 | dt: 300ms | tok/sec: 54,695 | mfu: 0.2% | epoch: 1 | remaining: 268s    
step 00125 (10.8%) | loss: 5.302996 | lrm: 1.00 | dt: 268ms | tok/sec: 61,226 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00126 (10.9%) | loss: 5.306886 | lrm: 1.00 | dt: 268ms | tok/sec: 61,041 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00127 (11.0%) | loss: 5.296651 | lrm: 1.00 | dt: 297ms | tok/sec: 55,097 | mfu: 0.2% | epoch: 1 | remaining: 267s    
step 00128 (11.1%) | loss: 5.279836 | lrm: 1.00 | dt: 265ms | tok/sec: 61,820 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00129 (11.2%) | loss: 5.283446 | lrm: 1.00 | dt: 267ms | tok/sec: 61,476 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00130 (11.3%) | loss: 5.289804 | lrm: 1.00 | dt: 290ms | tok/sec: 56,542 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00131 (11.4%) | loss: 5.249373 | lrm: 1.00 | dt: 269ms | tok/sec: 60,814 | mfu: 0.2% | epoch: 1 | remaining: 266s    
step 00132 (11.4%) | loss: 5.260097 | lrm: 1.00 | dt: 265ms | tok/sec: 61,795 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00133 (11.5%) | loss: 5.254406 | lrm: 1.00 | dt: 297ms | tok/sec: 55,136 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00134 (11.6%) | loss: 5.269912 | lrm: 1.00 | dt: 267ms | tok/sec: 61,278 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00135 (11.7%) | loss: 5.282622 | lrm: 1.00 | dt: 270ms | tok/sec: 60,792 | mfu: 0.2% | epoch: 1 | remaining: 265s    
step 00136 (11.8%) | loss: 5.282413 | lrm: 1.00 | dt: 297ms | tok/sec: 55,206 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00137 (11.9%) | loss: 5.273791 | lrm: 1.00 | dt: 272ms | tok/sec: 60,140 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00138 (12.0%) | loss: 5.295377 | lrm: 1.00 | dt: 266ms | tok/sec: 61,590 | mfu: 0.2% | epoch: 1 | remaining: 264s    
step 00139 (12.1%) | loss: 5.303032 | lrm: 1.00 | dt: 316ms | tok/sec: 51,852 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00140 (12.2%) | loss: 5.270191 | lrm: 1.00 | dt: 271ms | tok/sec: 60,388 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00141 (12.3%) | loss: 5.277801 | lrm: 1.00 | dt: 266ms | tok/sec: 61,498 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00142 (12.4%) | loss: 5.251110 | lrm: 1.00 | dt: 307ms | tok/sec: 53,416 | mfu: 0.2% | epoch: 1 | remaining: 263s    
step 00143 (12.5%) | loss: 5.241119 | lrm: 1.00 | dt: 304ms | tok/sec: 53,908 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00144 (12.6%) | loss: 5.257168 | lrm: 1.00 | dt: 290ms | tok/sec: 56,410 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00145 (12.7%) | loss: 5.243989 | lrm: 1.00 | dt: 308ms | tok/sec: 53,207 | mfu: 0.2% | epoch: 1 | remaining: 262s    
step 00146 (12.8%) | loss: 5.231625 | lrm: 1.00 | dt: 302ms | tok/sec: 54,232 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00147 (12.9%) | loss: 5.195444 | lrm: 1.00 | dt: 285ms | tok/sec: 57,555 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00148 (13.0%) | loss: 5.210083 | lrm: 1.00 | dt: 303ms | tok/sec: 54,046 | mfu: 0.2% | epoch: 1 | remaining: 261s    
step 00149 (13.1%) | loss: 5.201092 | lrm: 1.00 | dt: 302ms | tok/sec: 54,310 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00150 (13.2%) | loss: 5.206636 | lrm: 1.00 | dt: 295ms | tok/sec: 55,592 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00151 (13.3%) | loss: 5.219431 | lrm: 1.00 | dt: 311ms | tok/sec: 52,657 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00152 (13.4%) | loss: 5.210924 | lrm: 1.00 | dt: 302ms | tok/sec: 54,316 | mfu: 0.2% | epoch: 1 | remaining: 260s    
step 00153 (13.5%) | loss: 5.204234 | lrm: 1.00 | dt: 289ms | tok/sec: 56,721 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00154 (13.6%) | loss: 5.219907 | lrm: 1.00 | dt: 284ms | tok/sec: 57,675 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00155 (13.7%) | loss: 5.210125 | lrm: 1.00 | dt: 326ms | tok/sec: 50,284 | mfu: 0.2% | epoch: 1 | remaining: 259s    
step 00156 (13.8%) | loss: 5.190711 | lrm: 1.00 | dt: 292ms | tok/sec: 56,131 | mfu: 0.2% | epoch: 1 | remaining: 258s    
